odf_name,odf_calories,odf_carbs,odf_sugar,odf_protein,odf_fat,odf_update_dt
투맛토스테비아,35,7,3,1,0,2024-07-30
투맛토자몽향,35,7,4,1,0,2024-07-30
투맛토한라봉향,35,7,4,1,0,2024-07-30
파이토샤프론3.5EX,280,70,50,0,0,2024-06-14
파인토스테비아별마토,16,3.3,2,0.5,0.1,2024-06-12
팜모닝스테비아대추방울토마토,26,5.24,2.66,1.18,0.08,2024-04-23
팝앤듀스,35,7,4,1,0,2024-06-14
포천표고버섯분말,360,62.81,0,22.84,1.88,2024-06-03
표고(송고)버섯톡톡톡,339,65.33,13.11,16.44,1.33,2024-07-31
표고버섯분말,364,67,14,18,2.7,2024-07-02
표고버섯분말,379,72.02,1.31,19.4,1.45,2024-06-19
푹빠지는달밤엔멜라토닌,387,81.96,5.75,5.79,3.97,2024-07-24
흑마토,3,0.8,0.5,0.2,0,2024-06-13
ABC어게인,381,92.9,8.6,0.6,0.8,2024-10-11
포켓몬스터초코스틱,527,63.1,29.76,7.14,27.38,2021-06-30
쑥쑥산청누에여주정,409,59,1,25,8,2024-07-05
포키,489,65.22,32.61,8.7,21.74,2021-06-30
양송이버섯슬라이스,25,4,1,3,0.2,2024-05-03
포키극세,511,63.64,34.09,9.09,25,2021-06-30
양파다이스,42,10.11,4.28,0.92,0.08,2024-06-14
폴락케이크,483,53.33,36.67,6.67,26.67,2020-06-30
연근칩,564,52.53,3.06,3.67,37.67,2024-07-10
푸드바마일드초코맛,427,45.45,14.55,21.82,21.82,2022-12-29
열무된장무침,58,8.8,2.23,2.01,2.68,2024-06-18
오마이크랜베리정,380,94.9,7.2,0.2,0,2024-07-04
온브릭스킵마토대추방울토마토,31,7,6,1,0,2024-04-15
온브릭스킵마토블랙방울토마토,21,5.2,3,0.7,0,2024-04-15
온브릭스킵마토완숙토마토,20,4,3,1,0,2024-04-15
우이락고추튀김,178,14,3,8,10,2024-05-22
유기농다진감자,66,14,1.03,1.56,0.09,2024-07-12
유기농다진고구마,85,20,4.2,1.6,0.1,2024-07-12
유기농다진무,15,3.4,1.9,0.7,0.1,2024-07-11
유기농레드비트분말,100,22,1,0,0,2024-04-01
적무새싹분말,16,3.4,1.86,0.68,0.1,2024-05-30
제주강씨네단호박,29,7.23,2.2,1.01,0.15,2024-05-10
싱싱양파채,16,3.4,0.2,0.68,0.1,2024-07-24
틴코볼다크(tincoballdark),453,52,0,26.67,15,2022-12-29
싱싱간편슬라이스양배추,31,7.37,0,1.43,0.16,2024-07-26
틴코볼밀크(tincoballmilk),464,48,13,28.89,17.27,2022-12-29
싱싱간편깐마늘,120,10.22,0,6.99,7.22,2024-07-26
틴클크런치다크,423,26.67,0,40,20,2022-12-29
싱싱간편손질양배추,24,5.58,3.2,1.44,0.12,2024-07-22
틴클크런치밀크,443,30,6.67,40,23.33,2022-12-29
싱싱간편손질감자,87,20.1,1.2,1.8,0.1,2024-07-22
팀탐다크,514,64.5,42.6,4.4,26.5,2021-06-30
싱싱간편스틱샐러드,66,16.2,7.8,2.3,0.6,2024-07-22
팀탐더블코트,522,63.4,47.1,4.6,27.8,2021-06-30
싱싱깐양파,42,9.4,4.2,1.1,0.08,2024-07-22
팀탐오리지날,518,64.4,44.8,4.5,26.9,2021-06-30
싱싱당근채,41,9.58,0,0.93,0.24,2024-07-19
팀탐츄이카라멜,490,64.63,45.71,4.63,23.71,2021-06-30
싱싱바로야채믹스,196,42.5,1.24,3.9,0.65,2024-07-26
팝핑캔디스낵,550,60,32,6,32,2020-06-30
싱싱바로야채믹스,40,5.6,0.3,2.5,0.6,2024-07-24
페퍼리지팜밀라노다크초콜릿쿠키스,549,67,33,5,29,2020-06-30
싱싱손질대파,28,4.5,0,1.9,0.4,2024-07-24
크런키카카오스낵볼,515,63,49,7,26,2021-06-30
식물성멜라토닌함유더좋은멜라드림,266,55.3,0,15.4,0.7,2024-07-17
크런키카카오쿠키볼,526,56.9,36.21,8.62,29.31,2021-06-30
식물성멜라토닌함유멜라데이즈,367,73.74,4.67,6,5.38,2024-07-25
크런키카카오쿠키볼,530,56,36,8,30,2021-06-30
식물성멜라토닌함유멜라밤MELABALM,307,77,19,2,1.3,2024-07-22
크런키핑크베리쿠키볼,537,59.26,38.89,7.41,29.63,2021-06-30
싱싱간편오이다이스,15,3.63,1.4,0.65,0.11,2024-07-26
크리미초코감자쿠키,500,66.67,27.78,6.94,22.22,2021-06-30
싱싱간편손질감자채,86,20,0.78,1.86,0.1,2024-07-23
타야스초코민트,454,100,60,0,6,2021-06-30
싱싱간편손질양배추/브로콜리,24,5.5,0,1.44,0.12,2024-07-26
타야스플레이커,534,65.8,42.5,3.6,27.8,2021-06-30
싱싱된장찌개용간편채소,171,16.77,0,15,5.6,2024-07-29
톡톡초코스틱,517,66.67,38.89,5.56,26.67,2021-06-30
싱싱매콤무국채소,18,4.4,0.5,0.68,0.1,2024-07-24
트리플초코칩쿠키,505,60,38,6,27,2020-06-30
싱싱브로콜리믹스,41,9.58,4.74,0.93,0.24,2024-07-26
틴볼스민트초코,450,46.67,3.33,30,16.67,2022-12-29
싱싱손질무우,18,3.4,2.8,0.6,0.1,2024-07-22
틴브라운요거트현미볼,443,53.33,6.67,10,26.67,2022-12-29
스테비아아이스후르츠방울토마토,111,26.4,2.76,0.7,0.32,2024-05-22
쿠키앤크림초코바,525,60.83,42.08,7.5,27.92,2020-06-30
스테비아파프리카,26,6.42,2.65,0.91,0,2024-07-26
쿠키앤크림초콜릿,459,60,50,3,23,2020-06-30
스테비아딸기향파프리카,26,6.47,1.63,0.91,0.13,2024-07-30
퀘이커오트밀바카카오&쿠키,443,60,22.86,8.57,17.14,2021-06-30
스테비아미니파프리카,38,8.22,2.55,0.97,0.18,2024-07-30
크런키다크쿠키바,485,66.67,42.42,6.06,21.21,2021-06-30
스테비아별토마토,16,3.29,2.03,0.48,0.09,2024-04-25
크런키더블크런치바X돼지바,483,68.97,44.83,3.45,20.69,2021-06-30
스테비아복숭아향파프리카,24,5.88,2.69,1.02,0,2024-07-30
크런키블랙쿠키바,476,57.14,42.86,9.52,23.81,2021-06-30
스테비아사과향파프리카,24,5.95,1.75,0.77,0.12,2024-07-30
크런키블랙쿠키바미니,470,57.58,45.45,6.06,24.24,2021-06-30
스테비아완숙토마토,19,4.26,1.24,1.03,0.17,2024-07-30
크런키빼빼로,526,61.54,33.33,7.69,28.21,2021-06-30
스테비아토마토스윗마토(달콤대추방울),31,5,3,1,1,2024-06-25
크런키웨하스초코바,533,60,33.33,10,26.67,2021-06-30
스테비아토마토스윗마토(달콤완숙),15,3,2,1,0,2024-06-25
크런키초코스틱,522,61.11,33.33,6.67,27.78,2021-06-30
식물성멜라토닌,204,51.85,29.63,0,0,2024-07-09
커클랜드시그니춰씬앤크리스피초코칩쿠키,517,67,41,6,25,2021-06-30
생강톡톡톡,400,82.5,0,7.5,2.5,2024-05-23
코노스넥파티,520,63.2,54.4,4,28,2021-06-30
샤인방울마토,33,5,3,1.1,0.9,2024-07-15
코르테스,550,50,24,11,34,2020-06-30
세척대파,34,6.5,0,1.9,0.4,2024-07-31
코어틴단백질볼,450,50,0,22,25,2022-12-29
세척마늘,126,28.5,0,0,0,2024-06-25
코코넛초코스틱,565,52.94,23.53,5.88,35.29,2021-06-30
스윗볼(SWEETBALL)달콩좋아허니마토(대추방울토마토),5,0.4,0.4,0.2,0.2,2024-04-25
코코틴다크(COCOTEINDARK),417,30,0,30,19,2022-12-29
스윗볼(SWEETBALL)달달좋아허니마토(망고향대추방울토마토),20,1,1,2,1,2024-04-29
코코틴말차(COCOTEINMATCHA),453,38.33,3.67,31.67,19,2022-12-29
스윗볼(SWEETBALL)상큼좋아캔디허니마토(레몬향대추방울토마토),20,1,1,2,1,2024-05-24
코코틴민트초코(COCOTEINMINTCHOCO),460,33.33,5.33,30,22.67,2022-12-29
스윗토(sweeto)스테비아라이트대추방울토마토,31,5,3,1,1,2024-05-24
코코틴치즈(COCOTEINCHEESE),463,30,4,33.33,23.33,2022-12-29
스테비아대추방울토마토,35,7,3,1,0,2024-05-10
콘초코클래식,559,59.21,28.95,3.95,34.21,2021-06-30
스테비아대추방울토마토,31,5.79,3.97,1.01,0.42,2024-06-14
쿠키캐러멜,489,67.6,43.07,4.33,22.33,2018-04-01
베베’s얼그레이머핀,439,63.89,27.78,6.48,17.59,2024-03-13
오쉐프오이피클,70,14,14,0,1.5,2023-12-22
베베’s초코머핀,426,54.55,22.73,6.82,20.45,2024-03-13
웰빙백단무지,11,2.34,0,0.48,0.01,2023-12-22
베베s딸기머핀,420,55.68,28.41,6.82,18.18,2024-03-13
유선식품치킨무,17,3.1,1.7,0.5,0.3,2023-12-22
베베s바나나머핀,398,56.82,18.18,7.95,15.91,2024-03-13
이나닭강정치킨무,20,4,1,0,0.3,2023-12-22
베베s촉촉머핀,450,52,29,7,24,2024-03-15
조선무(치킨무),20,3.56,1.86,0.48,0.48,2023-12-22
블루베리크럼블머핀,370,45.61,25.56,5.17,18.51,2024-02-02
진가김밥단무지,13,3.33,0,0,0,2023-12-22
블루베리머핀,421,48.5,12.17,6.5,22.17,2024-01-31
진가꼬들단무지,13,3.33,0,0,0,2023-12-22
블루베리화분머핀,500,47.01,33.82,7.65,31.3,2024-02-25
진가미니참단무지,13,3.33,0,0,0,2023-12-22
상큼딸기머핀,451,48,26,3.9,27,2024-01-29
진가스시단무지,13,3.33,0,0,0,2023-12-22
생크림초코칩머핀,157,12,9,2,11,2024-02-14
진가우엉단무지,100,23.33,13.33,0,0,2023-12-22
쌀머핀,220,26.67,13.33,13.33,6.67,2023-12-27
새로미미니맛단무지,40,2,0,4,2,2023-12-22
더블초코크러핀,334,39.4,13.14,6.53,16.9,2024-01-24
셀러리피클,91,20,11,4.1,0.6,2023-12-22
더블초콜릿크럼블머핀,400,44.7,24.41,7.34,21.31,2024-02-02
식자재왕치킨무,15,4,1,0,0.3,2023-12-22
라즈베리화분머핀,500,47.01,33.82,7.65,31.3,2024-02-25
싱그람무첨가김밥단무지,18,4,2,0,0,2023-12-22
맛있는초코머핀,394,44,20,6,21,2024-03-06
아삭채단무지,13,2.38,0.02,0.33,0.2,2023-12-22
맛있는플레인머핀,374,42.18,14.55,5.45,20.36,2024-03-06
알찬솝맛있는꼬들단무지,17,3.84,0.79,0.5,0.01,2023-12-22
머핀,469,48.47,29,6.39,27.78,2024-03-04
알찬솝맛있는알밥단무지,17,3.84,0.79,0.5,0.01,2023-12-22
바나나칩in리얼초코머핀,482,56.46,22.43,5.65,23.65,2024-01-04
알타리무피클A,91,25.07,22.69,0.38,0.11,2023-12-22
바닐라빈우유머핀,357,43,9,10,16,2024-02-21
얇은슬라이스단무지,15,2.66,0.22,0.29,0.3,2023-12-22
베베’s블루베리머핀,367,56.19,28.57,4.76,13.33,2024-03-13
양지알밥단무지,12,2.4,0,0.33,0.2,2023-12-22
베베’s상큼레몬머핀,324,25.93,20.37,6.48,22.22,2024-03-14
오늘의치킨무피클,19,4,2,0.61,0,2023-12-22
대용량김밥단무지,12,2.67,0.8,0.36,0.03,2023-12-22
햄프시드머핀,245,41.82,23.64,5.45,6.36,2023-12-22
대용량반달단무지,12,2.67,0.8,0.36,0.03,2023-12-22
허쉬초코칩머핀,432,45.6,25,4,26,2023-12-22
마라공방단무지,13,2.18,0.28,1.04,0.01,2023-12-22
화이트머핀,566,101,58,7,15,2023-12-22
맛있는다시마슬라이스피클,78,16.9,5.75,1.07,0.67,2023-12-22
고구마치즈머핀,414,58.9,18.21,8.19,16.26,2024-01-16
맛있는다시마피클플러스,78,16.9,5.75,1.07,1.07,2023-12-22
곰돌이쌀머핀모카맛,435,47.06,23.53,5.88,23.53,2024-03-08
반달단무지,12,2.41,0,0.48,0.06,2023-12-22
곰돌이쌀머핀초코맛,435,47.06,23.53,5.88,23.53,2024-03-08
곰돌이쌀머핀황치즈맛,435,47.06,23.53,5.88,23.53,2024-03-08
반달맛단무지,11,1.66,0,0.22,0.38,2023-12-22
나무나무사랑해,427,50,26.67,3.33,23.33,2024-01-09
발효식초로깔끔한맛을담은백색김밥단무지,8,2,1,0,0,2023-12-22
냉동)더블초콜릿크럼블머핀,400,44.7,24.41,7.34,21.31,2024-02-02
비트color치킨무,55,12,8,1,0.4,2023-12-22
냉동)블루베리크럼블머핀,370,45.61,25.56,5.17,18.51,2024-02-02
비트치킨무,45,0.05,0,0.05,4.55,2023-12-22
다크초코화분머핀,500,47.01,33.82,7.65,31.3,2024-02-25
메디쏠라소불고기해물덮밥500,155,19.8,0.93,6.68,5.43,2024-02-19
룩트킨디얼려먹는젤리샤인머스켓,73,28.16,2.25,0.09,0.05,2024-04-16
메디쏠라연근우엉밥오므라이스400,138,18.22,1.7,6.43,4.33,2024-01-15
룩트킨디얼려먹는젤리파인애플,75,28.42,1.91,0.12,0.07,2024-04-16
메디쏠라연근우엉밥오므라이스500,138,18.22,1.7,6.43,4.33,2024-02-15
리치젤리,326,75,48.7,6.5,0.1,2024-07-12
메디쏠라오리가슴살스테이크500,165,18.45,2.43,6.87,7.12,2024-02-19
마라젤리,373,88.2,84.2,4.01,0.49,2024-04-01
메디쏠라오야꼬동400,152,19.37,2.45,8.33,4.62,2024-03-25
마쉬빌릴렉스구미,55,13,10,1,0,2024-07-05
메디쏠라오야꼬동500,152,19.37,2.45,8.33,4.62,2024-03-25
마쉬빌비타구미,306,72.22,55.56,5.56,0,2024-07-05
메디쏠라장조림계란비빔밥500,159,20.51,2.35,8.56,4.8,2024-02-15
마이핏더진한석류콜라겐젤리,226,50.91,41.79,5.48,0.04,2024-05-04
메디쏠라취나물소불고기덮밥500,159,20.3,0,7.44,5.32,2024-02-15
맛있는곤약젤리요구르트,3,7.33,0,0,0,2024-07-04
메디쏠라현미밥규동500,166,20.17,2.14,7.58,6.1,2024-02-15
망고빙수모양제리,325,78,63,5,0,2024-06-11
목우촌주부9단새우볶음밥,153,27.62,0.95,4.29,2.86,2023-12-15
망고젤리,400,90,30,0,1,2024-07-09
목우촌주부9단햄김치볶음밥,180,25.24,1.43,4.76,6.67,2023-12-15
메디쏠라가지두부덮밥400,139,17.27,2.68,6.38,4.95,2024-02-15
더조은한끼곤약젤리체리,1,1.35,0,0.01,0,2024-04-19
더조은한끼곤약젤리깔라만시,2,1.4,0,0,0,2024-05-14
메디쏠라가지두부덮밥500,139,17.27,2.68,6.38,4.95,2024-02-14
동결건조히치스사우어수수깡젤리,420,84,68,4,4,2024-06-18
메디쏠라고송버섯소고기밥500,160,19.79,3.07,8.24,5.32,2024-02-15
디어퀸애플사이다비니거구미,337,75.09,35.75,8.92,0.1,2024-07-02
메디쏠라닭가슴살치즈덮밥500,151,19.08,0.4,8.08,4.68,2024-03-19
딸기젤리,385,96.2,46.29,0.04,0.05,2024-05-01
메디쏠라들깨버섯두부밥500,143,19.6,1.81,6.46,4.31,2024-02-15
떡감큐브감귤젤리,340,76,40,0,0.4,2024-07-10
메디쏠라들깨찜닭500,158,19.02,2.56,8.76,5.19,2024-02-22
떡감큐브망고젤리,338,76,40,0,0.4,2024-07-10
메디쏠라마파두부덮밥,132,17.07,2.02,7.59,4.26,2023-12-08
떡감큐브샤인머스켓젤리,310,76,40,0,0.4,2024-07-10
메디쏠라바지락덮밥500,119,15.42,1.68,6.05,3.7,2024-02-14
레모나젤리,361,83.33,55.56,5.56,0,2024-04-22
메디쏠라삼색소보로덮밥500,163,20.18,1.33,7.85,5.66,2024-02-15
룩트킨디얼려먹는젤리망고,76,28.81,2.26,0.12,0.08,2024-04-16
메디쏠라새우가지덮밥500,147,18.79,0.77,5.57,5.47,2024-02-19
룩트킨디얼려먹는젤리사과,78,29.23,2.09,0.08,0.04,2024-04-16
RedGinsengJelly(홍삼젤리),187,46.67,40,6.67,0,2024-05-22
맛있는두부볶음밥부드러운계란,160,27,1,5,3.5,2023-12-21
ZERO곤약젤리복숭아,2,7.5,0,0,0,2024-05-27
맛있는두부볶음밥불고기전골맛,155,25.5,4,5.5,3.5,2023-12-21
ZERO곤약젤리사과,2,7.5,0,0,0,2024-05-27
맛있는두부볶음밥제주톳,163,28,2,4.5,3.5,2023-12-21
ZERO곤약젤리청포도,3,7.6,0,0,0,2024-05-27
맛있는두부볶음밥중화짬뽕,155,28,1.5,4,3,2023-12-22
곤약젤리사과제로,2,7.5,0,0,0,2024-05-03
매생이굴밥,131,16.34,0.84,6.82,4.21,2023-12-04
곤약젤리복숭아제로,2,7.5,0,0,0,2024-05-03
매콤홍합살덮밥,194,32.37,3.62,5.54,4.67,2024-02-16
구기자젤리,332,82,46,0,0,2024-04-17
매콤갑오징어밥바,215,39,2,5,4.2,2024-01-22
그대로블루베리워터젤리,132,31,30,1,0.7,2024-06-12
매콤마파덮밥,160,24.8,4,6.4,3.96,2024-01-09
꼬부기소다향젤리,363,82.5,62.5,7.5,0,2024-04-17
매콤짜장덮밥,76,9.97,6.41,4.75,1.88,2023-12-27
꿀젤리망고맛,335,77.27,50,5.46,0,2024-06-05
매콤햄케첩볶음밥,196,35.53,1.11,4.65,3.93,2023-12-13
꿀젤리샤인머스캣맛,335,77.27,50,5.46,0,2024-06-05
한우당근무죽밀키트,120,19.27,0.73,5.09,2.55,2021-06-30
한우당근무죽밀키트(쌀제외),50,1.9,0.95,4.76,2.86,2021-06-30
한우대추찹쌀죽밀키트,160,27.6,2,6,2.8,2021-06-30
한우대추찹쌀죽밀키트(쌀제외),80,6.86,2.29,5.71,3.43,2021-06-30
한우두부미역죽밀키트,124,19.05,0.22,5.71,2.86,2021-06-30
한우두부미역죽밀키트(쌀제외),54,1.25,0,5.83,2.92,2021-06-30
한우로메인비트죽밀키트,115,19.39,0.61,4.85,2.12,2021-06-30
한우로메인비트죽밀키트(쌀제외),47,2.75,0.78,4.31,2.35,2021-06-30
한우로메인채소죽밀키트,127,19.58,0.42,5.83,2.92,2021-06-30
한우로메인채소죽밀키트(쌀제외),62,2.7,0.54,5.41,3.24,2021-06-30
한우로메인퀴노아죽밀키트,136,22,0.8,6,2.8,2021-06-30
한우모듬호박죽밀키트,113,18.36,0.66,4.59,2.3,2021-06-30
한우모듬호박죽밀키트(쌀제외),50,2.92,0.83,4.17,2.5,2021-06-30
한우무당근죽밀키트,116,18,0.4,5.2,2.8,2021-06-30
한우무당근죽밀키트(쌀제외),51,1.54,0.51,5.13,2.56,2021-06-30
한우무배추죽밀키트,117,19.37,0.32,4.76,2.22,2021-06-30
한우무배추죽밀키트(쌀제외),46,2.08,0.29,4.17,2.08,2021-06-30
한우미역국죽,61,11.4,0,1.8,1,2022-12-29
한우미역죽,62,9.7,0,2.42,1.52,2021-06-30
한우미역채소죽밀키트,115,17.74,0.75,5.28,2.64,2021-06-30
한우미역채소죽밀키트(쌀제외),52,2.38,0.95,5.24,2.86,2021-06-30
한우검은콩근대감자죽밀키트,135,22.44,0.23,5.61,2.31,2021-06-30
한우검은콩근대감자죽밀키트(쌀제외),66,5.26,0,5.26,2.63,2021-06-30
한우검은콩뉴그린죽밀키트,139,21.37,0.81,6.45,2.82,2021-06-30
한우검은콩비타민죽밀키트,129,19.17,0.83,6.25,2.92,2021-06-30
한우검은콩비타민죽밀키트(쌀제외),65,2.16,1.08,6.49,3.24,2021-06-30
한우고구마영양죽밀키트,152,25.98,0.79,5.91,2.76,2021-06-30
한우고구마청경채죽밀키트,115,18.11,0,5.28,2.64,2021-06-30
한우고구마청경채죽밀키트(쌀제외),55,2.86,0,4.76,2.38,2021-06-30
한우과일영양죽밀키트,130,22.67,1.67,4.67,2.33,2021-06-30
한우과일영양죽밀키트(쌀제외),58,4.89,1.78,4,2.22,2021-06-30
한우과일죽밀키트,124,20,1.6,5.2,2.8,2021-06-30
한우과일죽밀키트(쌀제외),62,4.1,1.54,4.62,2.56,2021-06-30
한우근대찹쌀죽밀키트,129,20.42,0.83,5.83,2.92,2021-06-30
한우근대찹쌀죽밀키트(쌀제외),62,3.78,1.08,5.41,2.7,2021-06-30
한우김가루죽밀키트,281,41.67,0,14.58,6.25,2021-06-30
한우뉴그린오트밀죽밀키트,134,22.81,0.31,5.31,2.5,2021-06-30
한우뉴그린오트밀죽밀키트(쌀제외),69,6.53,0.41,4.9,2.45,2021-06-30
한우단호박양파죽밀키트,137,22.04,1.22,5.71,2.86,2021-06-30
한우단호박양파죽밀키트(쌀제외),61,2.78,1.11,5.56,3.33,2021-06-30
한우단호박죽밀키트,124,19.6,1.2,5.2,2.8,2021-06-30
한우단호박죽밀키트(쌀제외),62,3.59,1.54,5.13,3.08,2021-06-30
"프럴린초콜릿아몬드(밀크,다크)",392,33.33,33.33,2.5,27.5,2024-03-05
프럴린초콜릿아몬드혼합,392,33.33,33.33,2.5,27.5,2024-02-29
프럴린프리미엄초콜릿,392,33.33,33.33,2.5,27.5,2024-02-20
프럴린하트초콜릿,392,33.33,33.33,2.5,27.5,2024-02-29
한라봉투톤초콜릿,541,57.29,54.17,5.21,32.29,2024-03-08
가나슈15구초콜릿,580,50.67,46,4.67,40,2024-05-14
가나슈24구초콜릿,583,49.56,44.74,5.26,40.35,2024-05-14
가나슈9구초콜릿,580,49.42,44.83,4.6,40.23,2024-05-14
곡물다크초코볼,584,42.18,33.95,6.64,43.16,2024-07-10
곡물밀크초코볼,540,60.13,39.99,2.81,32.16,2024-07-09
굿럭투유수제초콜릿16구,583,49.3,44.44,5.56,40.28,2024-04-24
굿럭투유수제초콜릿25구,582,49.33,44,5.33,40.44,2024-04-24
굿럭투유수제초콜릿9구,586,50.62,44.45,4.94,40.74,2024-04-24
넛츠프랄린볼초콜릿3종세트,588,48.3,36,9.5,39.6,2024-07-25
뉴해바라기씨초코볼,539,56,43,9,31,2024-07-23
단백질초코볼,419,1,1,39,29,2024-06-12
한우감자수수죽밀키트(쌀제외),74,4.71,0,5.88,3.53,2021-06-30
한우감자양파죽밀키트,135,22.31,0.38,5.38,2.69,2021-06-30
한우감자양파죽밀키트(쌀제외),64,4.1,0.36,5.13,2.56,2021-06-30
한우감자죽밀키트,126,20,0.4,5.6,2.8,2021-06-30
한우감자죽밀키트(쌀제외),64,4.1,0.36,5.13,2.56,2021-06-30
밀크생초콜릿,518,38.4,38.4,5.2,37.8,2023-12-29
밀크아몬드초콜릿,567,43,34,13,38,2023-12-13
바나나투톤초콜릿,527,56.25,54.17,5.21,31.25,2024-03-11
본정삼삼초콜릿,497,33.33,33.33,8.33,36.46,2024-03-06
비마인베어초콜릿,484,59.72,45.6,5.92,24.63,2023-12-14
수박투톤초콜릿,527,56.25,54.17,5.21,31.25,2024-03-11
스윗파베초콜릿다크,451,37,29,5,33,2024-03-21
스윗파베초콜릿밀크,500,43,39,6,35,2024-03-21
옥수수파베초콜릿,533,50,39.58,8.33,33.33,2024-01-05
와그작누룽지초콜릿,539,58,40,7,31,2024-02-05
제이릴라럭키볼초콜릿,638,37.5,37.5,10,50,2024-01-14
제주카멜리아초콜릿,557,58.6,55.1,3.9,34.1,2024-01-23
초콜릿바이츠,488,54.65,33.7,6.01,27.22,2024-02-29
톰과제리밀크생초콜릿,396,53.58,34.94,6.88,17.14,2023-12-18
페어초콜릿CM,538,52.4,42,15.6,29.5,2024-02-26
페어초콜릿fowoman밀크,552,57.97,57.68,6.26,32.78,2024-03-11
페어초콜릿forwoman다크,541,60.84,39.84,6.08,30.41,2024-03-11
프럴린초콜릿(고맙습니다),392,33.33,33.33,2.5,27.5,2024-02-29
프럴린초콜릿(레터링혼합),392,33.33,33.33,2.5,27.5,2024-02-29
프럴린초콜릿(힘내),392,33.33,33.33,2.5,27.5,2024-02-29
"프럴린초콜릿아몬드(다크,밀크)",392,33.33,33.33,2.5,27.5,2024-03-05
후지야컨트리맘초코브라우니,516,54.5,16.4,5.42,30.95,2022-12-29
후지야컨트리맘초코브라우니니,516,54.5,16.4,5.42,30.95,2022-12-29
가나슈초콜릿12개입,598,46.08,41.18,5.88,43.14,2024-01-10
감귤투톤초콜릿,541,57.29,54.17,5.21,32.29,2024-03-08
노브마카다미아초콜릿,605,46.84,40.71,6.88,43.39,2023-12-13
다크로셰초콜릿,563,35,22,16,40,2023-12-08
다크마카다미아초콜릿,628,29,22,7,57,2023-12-22
다크생초콜릿,491,30.8,28.8,4.6,37.7,2024-04-23
다크아몬드초콜릿,555,38,28,13,39,2023-12-13
딸기가통째로다크&화이트초콜릿,570,58.15,55.93,1.11,37.04,2024-02-22
딸기다크앤화이트초콜릿II,575,50,49,6,39,2024-03-25
럭키볼초콜릿,555,52.5,42.5,7.5,35,2024-01-09
리코녹차화이트초콜릿,575,53.33,52.5,6.67,37.5,2024-01-08
리코쿠키화이트초콜릿,569,55,51.67,5.83,35.83,2024-01-08
말루스초콜릿,543,50,38.89,9.26,33.33,2023-12-11
말차투톤초콜릿,541,57.29,54.17,5.21,32.29,2024-03-08
매일이길매실초콜릿,601,50.93,47.24,5.31,41.82,2024-01-24
매일이길초콜릿,614,48.06,35.23,5.97,44.16,2024-01-24
미타초콜릿,485,49,41,6,29,2024-02-20
밀크로셰초콜릿,572,39,27,16,39,2023-12-08
밀크마카다미아초콜릿,654,28.75,22.5,7.5,60,2024-06-27
헬로키티초코냠냠,470,69,29.33,6,19,2022-12-29
현미크런치바미니,521,64.29,31.43,7.14,27.14,2020-06-30
호두초콜릿,600,45,26.67,8.33,43.33,2020-06-30
홍삼초콜릿,559,57,13,4,35,2020-06-30
홍삼초콜릿,500,50,30,10,40,2020-06-30
홍삼크런치,534,61,35,8,29,2021-06-30
화이트초코렛타,559,59.21,28.95,3.95,34.21,2021-06-30
화이트초코베리초콜릿,576,59,46,2,37,2020-06-30
화이트초콜릿커버드폴라베어,420,73,55,7,11,2020-06-30
화이트캐슬럭셔리셀렉션쿠키,494,67,27,7,22,2022-12-29
화이트캐슬럭셔리크림초콜릿웨이퍼,488,70,47,7,20,2022-12-29
화이트캐슬초콜릿칩버터쿠키,523,64,25,6,27,2022-12-29
화이트컴파운드,557,58.6,52.5,0.1,36.2,2020-06-30
화이트컴파운드버튼,550,58.5,58.4,6.76,32.1,2020-06-30
황제의간식,563,50,37.5,12.5,37.5,2020-06-30
황후의간식,540,48,34,7,38,2020-06-30
후레쉬앤후르츠초콜릿,545,54.55,50,4.55,36.36,2020-06-30
후레쉬초콜릿아몬드다크,571,36.99,33.3,10,41,2020-06-30
후레쉬초콜릿오렌지아몬드,518,54.21,48.79,5.29,31.29,2020-06-30
후레쉬초콜릿오렌지아몬드다크,518,54.21,48.79,5.29,31.29,2020-06-30
후레쉬초콜릿헤이즐넛다크,594,41,33.78,6,43,2020-06-30
허쉬아몬드밀크초콜릿,570,55,49,9,35,2020-06-30
허쉬쿠키앤민트향,526,61.54,48.72,5.13,28.21,2021-06-30
허쉬쿠키앤초코,550,60,50,10,30,2021-06-30
허쉬쿠키앤크림,533,60,46.67,4.67,28,2021-06-30
허쉬크리미밀크아몬드,570,55,49,9,35,2021-06-30
허쉬크리미아몬드초콜릿,563,52.5,45,10,35,2021-06-30
허쉬키세스요거트,542,58.33,55.56,8.33,30.56,2021-06-30
허쉬키세스쿠키앤크림,530,63,49,6,28,2021-06-30
허쉬키세스크리미밀크아몬드,560,52,45,12,34,2021-06-30
헤이멜로,537,58.57,44.29,7.14,31.43,2021-06-30
헤이즐넛다크초콜릿,527,36,32,8,37,2020-06-30
헤이즐넛소프트초콜릿,620,45.71,0,7.14,45.71,2021-06-30
헤이즐넛초콜릿,566,46,42,10,38,2020-06-30
헤이즐넛초콜릿크리스피,541,55,47,6,33,2020-06-30
헤이즐넛크림&크런치카라멜밀크프랄린,541,62,61,4,30,2020-06-30
헤이즐넛크림다크프랄린,530,61,57,4,30,2020-06-30
헤이즐넛크림밀크프랄린,535,60,59,4,31,2020-06-30
